utm_source,utm_medium,utm_campaign,utm_content,visit_date,UV,purchase_1d,purchase_3d,purchase_7d,cvr_1d,cvr_3d,cvr_7d,결제금액_1d,결제품목_1d,결제금액_3d,결제품목_3d,결제금액_7d,결제품목_7d,결제금액_total_1d,결제품목_total_1d,purchase_total_1d,결제금액_total_3d,결제품목_total_3d,purchase_total_3d,결제금액_total_7d,결제품목_total_7d,purchase_total_7d,UV_total,날짜_dt
blog,text,owned,climacteric,2026-05-21,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,2,2026-05-21
kakao,text,2602_kakao,chat_menu,2026-05-20,7,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1097000,-,2,1097000,-,2,1097000,-,2,230,2026-05-20
kakao,text,chatroom,menu_gongjindan,2026-05-20,5,0,0,1,0.0,0.0,20.0,0,-,0,-,1260000,"침향공진단 (1), 녹용공진단 (1)",30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-05-20
kakao,text,welcomemsg,homepage,2026-05-20,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2026-05-20
kakao,content,2604_kakao,260421_kakao_profile,2026-05-20,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,92,2026-05-20
youtube,video,influencer,sunjamom,2026-05-20,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2026-05-20
ig,social,unknown,link_in_bio,2026-05-20,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,329,2026-05-20
web_page,video,2601_youtube,kimyoungok,2026-05-20,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,352000,-,1,704000,-,2,704000,-,2,4342,2026-05-20
kakao,text,2605_kakao,260515_kakao_cta,2026-05-20,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1097000,녹용경옥고 (1),2,1097000,녹용경옥고 (1),2,1097000,녹용경옥고 (1),2,53,2026-05-20
blog,text,2605_naver,260429_blog,2026-05-20,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,360000,-,1,360000,-,1,360000,-,1,67,2026-05-20
naver,text,26_naver,260408_blog_phase1,2026-05-20,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,99,2026-05-20
kakao,banner,2603_0319,260319_kakao_v13_c,2026-05-20,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,514,2026-05-20
youtube,video,influencer,joetube,2026-05-20,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-05-20
kakao,text,2605_kakao,260519_kakao_cta,2026-05-19,24,1,1,1,4.17,4.17,4.17,220000,총명공진단 (1),220000,총명공진단 (1),220000,총명공진단 (1),220000,-,1,581000,-,2,581000,-,2,32,2026-05-19
kakao,text,2602_kakao,chat_menu,2026-05-19,9,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1097000,-,2,1097000,-,2,1097000,-,2,230,2026-05-19
kakao,text,chatroom,menu_gongjindan,2026-05-19,8,1,1,1,12.5,12.5,12.5,220000,총명공진단 (1),220000,총명공진단 (1),220000,총명공진단 (1),30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-05-19
kakao,text,chatroom,menu_kyungokgo,2026-05-19,7,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-05-19
kakao,content,2604_kakao,260421_kakao_profile,2026-05-19,5,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,92,2026-05-19
kakao,text,welcomemsg,homepage,2026-05-19,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2026-05-19
kakao,text,2605_kakao,260515_kakao_cta,2026-05-19,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1097000,녹용경옥고 (1),2,1097000,녹용경옥고 (1),2,1097000,녹용경옥고 (1),2,53,2026-05-19
kakao,text,2605_kakao,260508_kakao_cta,2026-05-19,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1714000,-,3,1714000,-,3,2226000,-,4,48,2026-05-19
web_page,video,2602_youtube,haru,2026-05-19,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,824,2026-05-19
youtube,video,influencer,joetube,2026-05-19,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-05-19
youtube,video,influencer,sunjamom,2026-05-19,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2026-05-19
web_page,video,2601_youtube,kimyoungok,2026-05-19,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,352000,-,1,704000,-,2,704000,-,2,4342,2026-05-19
blog,text,owned,serotonin,2026-05-19,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,2,2026-05-19
kakao,text,welcomemsg,homepage,2026-05-18,6,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2026-05-18
kakao,content,2604_kakao,260421_kakao_profile,2026-05-18,5,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,92,2026-05-18
kakao,text,chatroom,menu_kyungokgo,2026-05-18,5,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-05-18
blog,text,2605_naver,260429_blog,2026-05-18,5,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,360000,-,1,360000,-,1,360000,-,1,67,2026-05-18
kakao,text,2605_kakao,260515_kakao_cta,2026-05-18,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1097000,녹용경옥고 (1),2,1097000,녹용경옥고 (1),2,1097000,녹용경옥고 (1),2,53,2026-05-18
web_page,video,2601_youtube,kimyoungok,2026-05-18,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,352000,-,1,704000,-,2,704000,-,2,4342,2026-05-18
kakao,text,chatroom,menu_gongjindan,2026-05-18,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-05-18
youtube,video,influencer,sunjamom,2026-05-18,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2026-05-18
kakao,text,2604_kakao,260421_kakao_cta,2026-05-18,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,544000,-,1,544000,-,1,544000,-,1,98,2026-05-18
ig,social,unknown,link_in_bio,2026-05-18,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,329,2026-05-18
blog,text,owned,mitochondria,2026-05-18,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,1,2026-05-18
blog,text,owned,climacteric,2026-05-18,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,2,2026-05-18
youtube,video,influencer,joetube,2026-05-18,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-05-18
blog,text,owned,serotonin,2026-05-18,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,2,2026-05-18
kakao,text,2602_kakao,chat_menu,2026-05-18,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1097000,-,2,1097000,-,2,1097000,-,2,230,2026-05-18
kakao,content,2604_kakao,260421_kakao_profile,2026-05-17,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,92,2026-05-17
kakao,text,welcomemsg,homepage,2026-05-17,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2026-05-17
kakao,text,2602_kakao,chat_menu,2026-05-17,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1097000,-,2,1097000,-,2,1097000,-,2,230,2026-05-17
youtube,video,influencer,sunjamom,2026-05-17,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2026-05-17
youtube,video,influencer,joetube,2026-05-17,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-05-17
kakao,text,chatroom,menu_gongjindan,2026-05-17,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-05-17
blog,text,2605_naver,260429_blog,2026-05-17,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,360000,-,1,360000,-,1,360000,-,1,67,2026-05-17
youtube,video,influencer,jojaewon,2026-05-17,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,148000,-,0,148000,-,0,148000,-,0,1624,2026-05-17
kakao,text,2605_kakao,260515_kakao_cta,2026-05-17,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1097000,녹용경옥고 (1),2,1097000,녹용경옥고 (1),2,1097000,녹용경옥고 (1),2,53,2026-05-17
web_blog,content,2604_web,260428_blog_cold-prevention-tips,2026-05-17,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,53,2026-05-17
naver,text,26_naver,260408_blog_phase1,2026-05-17,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,99,2026-05-17
kakao,text,2605_kakao,260515_kakao_cta,2026-05-16,7,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1097000,녹용경옥고 (1),2,1097000,녹용경옥고 (1),2,1097000,녹용경옥고 (1),2,53,2026-05-16
kakao,text,welcomemsg,homepage,2026-05-16,6,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2026-05-16
youtube,video,influencer,sunjamom,2026-05-16,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2026-05-16
youtube,video,influencer,joetube,2026-05-16,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-05-16
kakao,text,chatroom,menu_gongjindan,2026-05-16,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-05-16
kakao,text,chatroom,menu_kyungokgo,2026-05-16,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-05-16
kakao,text,2602_kakao,chat_menu,2026-05-16,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1097000,-,2,1097000,-,2,1097000,-,2,230,2026-05-16
kakao,content,2604_kakao,260421_kakao_profile,2026-05-16,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,92,2026-05-16
web_page,video,2601_youtube,kimyoungok,2026-05-16,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,352000,-,1,704000,-,2,704000,-,2,4342,2026-05-16
blog,text,2605_naver,260429_blog,2026-05-16,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,360000,-,1,360000,-,1,360000,-,1,67,2026-05-16
youtube,text,main,250901,2026-05-16,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,356,2026-05-16
kakao,text,2605_kakao,260515_kakao_cta,2026-05-15,29,1,1,1,3.45,3.45,3.45,512000,사향공진단 라이트 (1),512000,사향공진단 라이트 (1),512000,사향공진단 라이트 (1),1097000,녹용경옥고 (1),2,1097000,녹용경옥고 (1),2,1097000,녹용경옥고 (1),2,53,2026-05-15
kakao,text,chatroom,menu_gongjindan,2026-05-15,8,0,0,1,0.0,0.0,12.5,0,-,0,-,220000,총명공진단 (1),30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-05-15
kakao,text,2602_kakao,chat_menu,2026-05-15,5,1,1,1,20.0,20.0,20.0,512000,사향공진단 라이트 (1),512000,사향공진단 라이트 (1),512000,사향공진단 라이트 (1),1097000,-,2,1097000,-,2,1097000,-,2,230,2026-05-15
youtube,video,influencer,sunjamom,2026-05-15,5,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2026-05-15
kakao,text,welcomemsg,homepage,2026-05-15,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2026-05-15
kakao,content,2604_kakao,260421_kakao_profile,2026-05-15,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,92,2026-05-15
youtube,video,influencer,joetube,2026-05-15,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-05-15
web_blog,text,owned,healthy_teeth,2026-05-15,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,220000,-,1,19,2026-05-15
kakao,text,chatroom,menu_kyungokgo,2026-05-15,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-05-15
web_page,video,2602_youtube,haru,2026-05-15,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,824,2026-05-15
web_blog,content,2605_web,260515_sms-blog,2026-05-15,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,1,2026-05-15
web_page,video,2601_youtube,kimyoungok,2026-05-15,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,352000,-,1,704000,-,2,704000,-,2,4342,2026-05-15
blog,text,2605_naver,260429_blog,2026-05-15,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,360000,-,1,360000,-,1,360000,-,1,67,2026-05-15
kakao,banner,26_kakao,260325_kakao,2026-05-15,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,374000,-,2,561000,-,3,748000,-,4,52,2026-05-15
kakao,content,2604_kakao,260421_kakao_profile,2026-05-14,8,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,92,2026-05-14
youtube,video,influencer,sunjamom,2026-05-14,8,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2026-05-14
kakao,text,2602_kakao,chat_menu,2026-05-14,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1097000,-,2,1097000,-,2,1097000,-,2,230,2026-05-14
kakao,text,2605_kakao,260515_kakao_cta,2026-05-14,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1097000,녹용경옥고 (1),2,1097000,녹용경옥고 (1),2,1097000,녹용경옥고 (1),2,53,2026-05-14
kakao,text,welcomemsg,homepage,2026-05-14,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2026-05-14
ig,social,unknown,link_in_bio,2026-05-14,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,329,2026-05-14
youtube,video,influencer,joetube,2026-05-14,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-05-14
blog,text,2605_naver,260429_blog,2026-05-14,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,360000,-,1,360000,-,1,360000,-,1,67,2026-05-14
naver,text,26_naver,260408_blog_phase1,2026-05-14,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,99,2026-05-14
youtube,text,main,250901,2026-05-14,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,356,2026-05-14
web_page,video,2601_youtube,kimyoungok,2026-05-14,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,352000,-,1,704000,-,2,704000,-,2,4342,2026-05-14
kakao,text,chatroom,menu_gongjindan,2026-05-14,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-05-14
kakao,text,chatroom,menu_kyungokgo,2026-05-14,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-05-14
youtube,video,influencer,sunjamom,2026-05-13,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2026-05-13
web_page,video,2602_youtube,haru,2026-05-13,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,824,2026-05-13
web_page,video,2601_youtube,kimyoungok,2026-05-13,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,352000,-,1,704000,-,2,704000,-,2,4342,2026-05-13
youtube,video,influencer,joetube,2026-05-13,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-05-13
kakao,content,2604_kakao,260421_kakao_profile,2026-05-13,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,92,2026-05-13
ig,social,unknown,link_in_bio,2026-05-13,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,329,2026-05-13
kakao,text,2602_kakao,chat_menu,2026-05-13,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1097000,-,2,1097000,-,2,1097000,-,2,230,2026-05-13
kakao,text,chatroom,menu_gongjindan,2026-05-13,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-05-13
kakao,text,welcomemsg,homepage,2026-05-13,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2026-05-13
web_blog,text,owned,healthy_teeth,2026-05-13,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,220000,-,1,19,2026-05-13
kakao,text,2605_kakao,260501_kakao_cta,2026-05-13,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,2791000,-,4,2791000,-,4,3377000,-,5,93,2026-05-13
blog,text,2605_naver,260429_blog,2026-05-12,5,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,360000,-,1,360000,-,1,360000,-,1,67,2026-05-12
kakao,text,2602_kakao,chat_menu,2026-05-12,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1097000,-,2,1097000,-,2,1097000,-,2,230,2026-05-12
naver,text,26_naver,260408_blog_phase1,2026-05-12,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,99,2026-05-12
kakao,text,2605_kakao,260508_kakao_cta,2026-05-12,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1714000,-,3,1714000,-,3,2226000,-,4,48,2026-05-12
kakao,text,chatroom,menu_kyungokgo,2026-05-12,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-05-12
youtube,video,influencer,joetube,2026-05-12,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-05-12
youtube,video,influencer,sunjamom,2026-05-12,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2026-05-12
kakao,text,chatroom,menu_gongjindan,2026-05-12,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-05-12
web_page,text,2605_offline,260508_leaflet,2026-05-12,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,7,2026-05-12
web_page,video,2602_youtube,haru,2026-05-12,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,824,2026-05-12
kakao,text,2604_kakao,260424_kakao_cta,2026-05-12,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,1172000,-,2,108,2026-05-12
ig,social,unknown,link_in_bio,2026-05-12,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,329,2026-05-12
web_page,video,2601_youtube,kimyoungok,2026-05-12,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,352000,-,1,704000,-,2,704000,-,2,4342,2026-05-12
web_blog,content,2604_web,260505_family,2026-05-12,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,140000,-,1,140000,-,1,140000,-,1,70,2026-05-12
web_blog,text,owned,healthy_teeth,2026-05-12,1,0,0,1,0.0,0.0,100.0,0,-,0,-,220000,총명공진단 (1),0,-,0,0,-,0,220000,-,1,19,2026-05-12
kakao,text,2602_kakao,chat_menu,2026-05-11,5,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1097000,-,2,1097000,-,2,1097000,-,2,230,2026-05-11
youtube,video,influencer,sunjamom,2026-05-11,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2026-05-11
kakao,text,chatroom,menu_kyungokgo,2026-05-11,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-05-11
youtube,video,official,250909,2026-05-11,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,615,2026-05-11
kakao,text,2512_velvethanyak,251203,2026-05-11,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,256000,-,0,256000,-,0,512000,-,0,105,2026-05-11
web_page,text,2605_offline,260508_leaflet,2026-05-11,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,7,2026-05-11
kakao,text,2605_kakao,260501_kakao_cta,2026-05-11,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,2791000,-,4,2791000,-,4,3377000,-,5,93,2026-05-11
web_page,video,2601_youtube,kimyoungok,2026-05-11,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,352000,-,1,704000,-,2,704000,-,2,4342,2026-05-11
kakao,text,welcomemsg,homepage,2026-05-11,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2026-05-11
kakao,content,2604_kakao,260421_kakao_profile,2026-05-11,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,92,2026-05-11
kakao,text,2605_kakao,260508_kakao_cta,2026-05-11,1,1,1,1,100.0,100.0,100.0,544000,원방공진단 (1),544000,원방공진단 (1),544000,원방공진단 (1),1714000,-,3,1714000,-,3,2226000,-,4,48,2026-05-11
youtube,video,influencer,joetube,2026-05-11,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-05-11
blog,text,2605_naver,260429_blog,2026-05-11,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,360000,-,1,360000,-,1,360000,-,1,67,2026-05-11
kakao,text,2605_kakao,260515_kakao_cta,2026-05-11,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1097000,녹용경옥고 (1),2,1097000,녹용경옥고 (1),2,1097000,녹용경옥고 (1),2,53,2026-05-11
youtube,video,influencer,sunjamom,2026-05-10,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2026-05-10
kakao,text,welcomemsg,homepage,2026-05-10,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2026-05-10
kakao,text,2605_kakao,260508_kakao_cta,2026-05-10,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1714000,-,3,1714000,-,3,2226000,-,4,48,2026-05-10
youtube,text,main,250901,2026-05-10,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,356,2026-05-10
kakao,content,2604_kakao,260421_kakao_profile,2026-05-10,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,92,2026-05-10
youtube,video,influencer,joetube,2026-05-10,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-05-10
kakao,text,chatroom,menu_kyungokgo,2026-05-10,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-05-10
web_page,video,2602_youtube,haru,2026-05-10,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,824,2026-05-10
kakao,text,2602_kakao,chat_menu,2026-05-10,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1097000,-,2,1097000,-,2,1097000,-,2,230,2026-05-10
web_page,video,2601_youtube,kimyoungok,2026-05-10,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,352000,-,1,704000,-,2,704000,-,2,4342,2026-05-10
kakao,content,2604_kakao,260421_kakao_profile,2026-05-09,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,92,2026-05-09
kakao,text,2605_kakao,260508_kakao_cta,2026-05-09,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1714000,-,3,1714000,-,3,2226000,-,4,48,2026-05-09
youtube,video,influencer,sunjamom,2026-05-09,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2026-05-09
youtube,video,influencer,joetube,2026-05-09,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2026-05-09
kakao,text,chatroom,menu_kyungokgo,2026-05-09,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2026-05-09
kakao,text,welcomemsg,homepage,2026-05-09,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2026-05-09
kakao,text,chatroom,menu_gongjindan,2026-05-09,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2026-05-09
